record_id,tweet_id,categoria,label,source_record_count,all_assigned_categories,source_record_ids,category_conflict
fnxptbr-0283,1802983774860218468,política,fake,1,"[""política""]","[""fnxptbr-0283""]",False
fnxptbr-0284,1751744250390147278,ambiente,fake,1,"[""ambiente""]","[""fnxptbr-0284""]",False
fnxptbr-0285,1712967863693193531,política,fake,1,"[""política""]","[""fnxptbr-0285""]",False
fnxptbr-0286,1765495577096163484,outros,fake,1,"[""outros""]","[""fnxptbr-0286""]",False
fnxptbr-0287,1768409280137380280,política,fake,1,"[""política""]","[""fnxptbr-0287""]",False
fnxptbr-0288,1773029024379314628,política,fake,1,"[""política""]","[""fnxptbr-0288""]",False
fnxptbr-0289,1771362933362299044,política,fake,1,"[""política""]","[""fnxptbr-0289""]",False
fnxptbr-0290,1736121334260769277,saúde,fake,1,"[""saúde""]","[""fnxptbr-0290""]",False
fnxptbr-0291,1484692291843506177,saúde,fake,1,"[""saúde""]","[""fnxptbr-0291""]",False
fnxptbr-0292,1778154188725493826,outros,fake,1,"[""outros""]","[""fnxptbr-0292""]",False
fnxptbr-0293,1780588383812698374,política,fake,1,"[""política""]","[""fnxptbr-0293""]",False
fnxptbr-0294,1780325498150609245,política,fake,1,"[""política""]","[""fnxptbr-0294""]",False
fnxptbr-0295,1779546201911697729,saúde,fake,1,"[""saúde""]","[""fnxptbr-0295""]",False
fnxptbr-0296,1783220618227220519,política,fake,1,"[""política""]","[""fnxptbr-0296""]",False
fnxptbr-0297,1786498145750298993,política,fake,1,"[""política""]","[""fnxptbr-0297""]",False
fnxptbr-0298,1786895129585828029,saúde,fake,1,"[""saúde""]","[""fnxptbr-0298""]",False
fnxptbr-0299,1787162462418014558,outros,fake,1,"[""outros""]","[""fnxptbr-0299""]",False
fnxptbr-0300,1786525738369241500,política,fake,1,"[""política""]","[""fnxptbr-0300""]",False
fnxptbr-0301,1787272489036329286,política,fake,1,"[""política""]","[""fnxptbr-0301""]",False
fnxptbr-0302,1787518222859657623,política,fake,1,"[""política""]","[""fnxptbr-0302""]",False
fnxptbr-0303,1788242332875210775,ambiente,fake,1,"[""ambiente""]","[""fnxptbr-0303""]",False
fnxptbr-0304,1794384305810227430,política,fake,1,"[""política""]","[""fnxptbr-0304""]",False
fnxptbr-0305,1827117512246354340,política,fake,1,"[""política""]","[""fnxptbr-0305""]",False
fnxptbr-0306,1799889304723796145,política,fake,1,"[""política""]","[""fnxptbr-0306""]",False
fnxptbr-0307,1736222185516142829,política,fake,1,"[""política""]","[""fnxptbr-0307""]",False
fnxptbr-0308,1798345504335835238,política,fake,1,"[""política""]","[""fnxptbr-0308""]",False
fnxptbr-0309,1802115800095920437,política,fake,1,"[""política""]","[""fnxptbr-0309""]",False
fnxptbr-0310,1780217886956507163,outros,fake,1,"[""outros""]","[""fnxptbr-0310""]",False
fnxptbr-0311,1782846387245215952,outros,fake,1,"[""outros""]","[""fnxptbr-0311""]",False
fnxptbr-0312,1786045672296181783,saúde,fake,1,"[""saúde""]","[""fnxptbr-0312""]",False
fnxptbr-0313,1801437358329303233,política,fake,1,"[""política""]","[""fnxptbr-0313""]",False
fnxptbr-0314,1724863514659922379,economia,fake,1,"[""economia""]","[""fnxptbr-0314""]",False
fnxptbr-0315,1801618113110200427,política,fake,1,"[""política""]","[""fnxptbr-0315""]",False
fnxptbr-0316,1724863511551979794,economia,fake,1,"[""economia""]","[""fnxptbr-0316""]",False
fnxptbr-0317,1724162209255719129,economia,fake,1,"[""economia""]","[""fnxptbr-0317""]",False
fnxptbr-0318,1807823089238942077,política,fake,1,"[""política""]","[""fnxptbr-0318""]",False
fnxptbr-0319,1805754140347285938,política,fake,1,"[""política""]","[""fnxptbr-0319""]",False
fnxptbr-0320,1808677407852798371,política,fake,1,"[""política""]","[""fnxptbr-0320""]",False
fnxptbr-0321,1769719679918993725,política,fake,1,"[""política""]","[""fnxptbr-0321""]",False
fnxptbr-0322,1812317463129825310,política,fake,1,"[""política""]","[""fnxptbr-0322""]",False
fnxptbr-0323,1816464537878429735,outros,fake,1,"[""outros""]","[""fnxptbr-0323""]",False
fnxptbr-0324,1817781559019069459,política,fake,1,"[""política""]","[""fnxptbr-0324""]",False
fnxptbr-0325,1818616422789964247,política,fake,1,"[""política""]","[""fnxptbr-0325""]",False
fnxptbr-0326,1819403125100630431,política,fake,1,"[""política""]","[""fnxptbr-0326""]",False
fnxptbr-0327,1820083791114686828,política,fake,1,"[""política""]","[""fnxptbr-0327""]",False
fnxptbr-0328,1819549135806029907,política,fake,1,"[""política""]","[""fnxptbr-0328""]",False
fnxptbr-0329,1714601791122297057,política,fake,1,"[""política""]","[""fnxptbr-0329""]",False
fnxptbr-0330,1823418522354999754,política,fake,1,"[""política""]","[""fnxptbr-0330""]",False
fnxptbr-0331,993990834797281280,política,true,1,"[""política""]","[""fnxptbr-0331""]",False
fnxptbr-0332,1000056395880980480,política,true,1,"[""política""]","[""fnxptbr-0332""]",False
fnxptbr-0333,1037784236982501377,política,true,1,"[""política""]","[""fnxptbr-0333""]",False
fnxptbr-0334,1042433631354941443,política,true,1,"[""política""]","[""fnxptbr-0334""]",False
fnxptbr-0335,1042797000335478784,política,true,1,"[""política""]","[""fnxptbr-0335""]",False
fnxptbr-0336,1044701723816865792,política,true,1,"[""política""]","[""fnxptbr-0336""]",False
fnxptbr-0337,1045055570628288514,política,true,1,"[""política""]","[""fnxptbr-0337""]",False
fnxptbr-0338,1045401465567817730,política,true,1,"[""política""]","[""fnxptbr-0338""]",False
fnxptbr-0339,1062163422987591681,política,true,1,"[""política""]","[""fnxptbr-0339""]",False
fnxptbr-0340,1056947518221754369,política,true,1,"[""política""]","[""fnxptbr-0340""]",False
fnxptbr-0341,1060857394740297728,política,true,1,"[""política""]","[""fnxptbr-0341""]",False
fnxptbr-0342,1075454865042755586,política,true,1,"[""política""]","[""fnxptbr-0342""]",False
fnxptbr-0343,1086235914073001984,política,true,1,"[""política""]","[""fnxptbr-0343""]",False
fnxptbr-0344,1080427875721854977,política,true,1,"[""política""]","[""fnxptbr-0344""]",False
fnxptbr-0345,1075188863163920384,política,true,1,"[""política""]","[""fnxptbr-0345""]",False
fnxptbr-0346,1095319000526082048,política,true,1,"[""política""]","[""fnxptbr-0346""]",False
fnxptbr-0347,1101080457398153221,política,true,1,"[""política""]","[""fnxptbr-0347""]",False
fnxptbr-0348,1100103982779953152,política,true,1,"[""política""]","[""fnxptbr-0348""]",False
fnxptbr-0349,1116337816265474048,política,true,1,"[""política""]","[""fnxptbr-0349""]",False
fnxptbr-0350,1129144185561452546,política,true,1,"[""política""]","[""fnxptbr-0350""]",False
fnxptbr-0351,1137837611605733376,política,true,1,"[""política""]","[""fnxptbr-0351""]",False
fnxptbr-0352,1139320609387831296,política,true,1,"[""política""]","[""fnxptbr-0352""]",False
fnxptbr-0353,1141170637542764544,política,true,1,"[""política""]","[""fnxptbr-0353""]",False
fnxptbr-0354,1146471023572860929,política,true,1,"[""política""]","[""fnxptbr-0354""]",False
fnxptbr-0355,1150042600327352321,política,true,1,"[""política""]","[""fnxptbr-0355""]",False
fnxptbr-0356,1145145575714611200,outros,true,1,"[""outros""]","[""fnxptbr-0356""]",False
fnxptbr-0357,1136284440475394048,política,true,1,"[""política""]","[""fnxptbr-0357""]",False
fnxptbr-0358,1133382417517928458,política,true,1,"[""política""]","[""fnxptbr-0358""]",False
fnxptbr-0359,1182780441289465858,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0359""]",False
fnxptbr-0360,1181146933877968896,outros,true,1,"[""outros""]","[""fnxptbr-0360""]",False
fnxptbr-0361,1171350163920773120,política,true,1,"[""política""]","[""fnxptbr-0361""]",False
fnxptbr-0362,1190793583047122944,política,true,1,"[""política""]","[""fnxptbr-0362""]",False
fnxptbr-0363,1181675923617275906,outros,true,1,"[""outros""]","[""fnxptbr-0363""]",False
fnxptbr-0364,1181614171219222529,outros,true,1,"[""outros""]","[""fnxptbr-0364""]",False
fnxptbr-0365,1186981361955037184,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0365""]",False
fnxptbr-0366,1199335915027456000,política,true,1,"[""política""]","[""fnxptbr-0366""]",False
fnxptbr-0367,1204775175570575360,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0367""]",False
fnxptbr-0368,1214644641758269440,política,true,1,"[""política""]","[""fnxptbr-0368""]",False
fnxptbr-0369,1220443404032794625,política,true,1,"[""política""]","[""fnxptbr-0369""]",False
fnxptbr-0370,1204747319679299585,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0370""]",False
fnxptbr-0371,1225054927749296130,política,true,1,"[""política""]","[""fnxptbr-0371""]",False
fnxptbr-0372,1246486493813669888,política,true,1,"[""política""]","[""fnxptbr-0372""]",False
fnxptbr-0373,1249393045440782338,saúde,true,1,"[""saúde""]","[""fnxptbr-0373""]",False
fnxptbr-0374,1250890097773314048,política,true,1,"[""política""]","[""fnxptbr-0374""]",False
fnxptbr-0375,1234662367742480384,política,true,1,"[""política""]","[""fnxptbr-0375""]",False
fnxptbr-0376,1242411407192330240,política,true,1,"[""política""]","[""fnxptbr-0376""]",False
fnxptbr-0377,1249779193468145666,saúde,true,1,"[""saúde""]","[""fnxptbr-0377""]",False
fnxptbr-0378,1245455510842871809,saúde,true,1,"[""saúde""]","[""fnxptbr-0378""]",False
fnxptbr-0379,1241452460599894020,saúde,true,1,"[""saúde""]","[""fnxptbr-0379""]",False
fnxptbr-0380,1250774205785944066,saúde,true,1,"[""saúde""]","[""fnxptbr-0380""]",False
fnxptbr-0381,1261378692623634432,política,true,1,"[""política""]","[""fnxptbr-0381""]",False
fnxptbr-0382,1261426918877888512,saúde,true,1,"[""saúde""]","[""fnxptbr-0382""]",False
fnxptbr-0383,1259835241742598148,saúde,true,1,"[""saúde""]","[""fnxptbr-0383""]",False
fnxptbr-0384,1264211500912250881,saúde,true,1,"[""saúde""]","[""fnxptbr-0384""]",False
fnxptbr-0385,1261313241520779264,saúde,true,1,"[""saúde""]","[""fnxptbr-0385""]",False
fnxptbr-0386,1247610382694391814,saúde,true,1,"[""saúde""]","[""fnxptbr-0386""]",False
fnxptbr-0387,1255182220412817412,saúde,true,1,"[""saúde""]","[""fnxptbr-0387""]",False
fnxptbr-0388,1274766785078796288,saúde,true,1,"[""saúde""]","[""fnxptbr-0388""]",False
fnxptbr-0389,1272229608453218307,política,true,1,"[""política""]","[""fnxptbr-0389""]",False
fnxptbr-0390,1278081672123232256,política,true,1,"[""política""]","[""fnxptbr-0390""]",False
fnxptbr-0391,1272623905447043082,política,true,1,"[""política""]","[""fnxptbr-0391""]",False
fnxptbr-0392,1263058240335687680,política,true,1,"[""política""]","[""fnxptbr-0392""]",False
fnxptbr-0393,1271078327332241408,política,true,1,"[""política""]","[""fnxptbr-0393""]",False
fnxptbr-0394,1282934764643725313,política,true,1,"[""política""]","[""fnxptbr-0394""]",False
fnxptbr-0395,1272663533910720513,política,true,1,"[""política""]","[""fnxptbr-0395""]",False
fnxptbr-0396,1280534867856539649,política,true,1,"[""política""]","[""fnxptbr-0396""]",False
fnxptbr-0397,1286652248555171840,saúde,true,1,"[""saúde""]","[""fnxptbr-0397""]",False
fnxptbr-0398,1297165056732540928,política,true,1,"[""política""]","[""fnxptbr-0398""]",False
fnxptbr-0399,1290008218236628992,outros,true,1,"[""outros""]","[""fnxptbr-0399""]",False
fnxptbr-0400,1296945690162028548,saúde,true,1,"[""saúde""]","[""fnxptbr-0400""]",False
fnxptbr-0401,1283434095305986048,celebridades,true,1,"[""celebridades""]","[""fnxptbr-0401""]",False
fnxptbr-0402,1285209641471938560,saúde,true,1,"[""saúde""]","[""fnxptbr-0402""]",False
fnxptbr-0403,1295511712679038977,política,true,1,"[""política""]","[""fnxptbr-0403""]",False
fnxptbr-0404,1291175211274993670,saúde,true,1,"[""saúde""]","[""fnxptbr-0404""]",False
fnxptbr-0405,1305989671672066059,saúde,true,1,"[""saúde""]","[""fnxptbr-0405""]",False
fnxptbr-0406,1292830561807998976,saúde,true,1,"[""saúde""]","[""fnxptbr-0406""]",False
fnxptbr-0407,1294066405114085377,saúde,true,1,"[""saúde""]","[""fnxptbr-0407""]",False
fnxptbr-0408,1288455338010845184,saúde,true,1,"[""saúde""]","[""fnxptbr-0408""]",False
fnxptbr-0409,1299296364954779650,política,true,1,"[""política""]","[""fnxptbr-0409""]",False
fnxptbr-0410,1314321066412703745,saúde,true,1,"[""saúde""]","[""fnxptbr-0410""]",False
fnxptbr-0411,1301625714467364865,saúde,true,1,"[""saúde""]","[""fnxptbr-0411""]",False
fnxptbr-0412,1304078489792937984,economia,true,1,"[""economia""]","[""fnxptbr-0412""]",False
fnxptbr-0413,1314579464559439872,política,true,1,"[""política""]","[""fnxptbr-0413""]",False
fnxptbr-0414,1314307147681980417,política,true,1,"[""política""]","[""fnxptbr-0414""]",False
fnxptbr-0415,1320046244832706563,outros,true,1,"[""outros""]","[""fnxptbr-0415""]",False
fnxptbr-0416,1320807192216391687,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0416""]",False
fnxptbr-0417,1305595358425251841,política,true,1,"[""política""]","[""fnxptbr-0417""]",False
fnxptbr-0418,1300853024886325248,saúde,true,1,"[""saúde""]","[""fnxptbr-0418""]",False
fnxptbr-0419,1317151492160225280,política,true,1,"[""política""]","[""fnxptbr-0419""]",False
fnxptbr-0420,1319694468694626307,saúde,true,1,"[""saúde""]","[""fnxptbr-0420""]",False
fnxptbr-0421,1313997096501096448,outros,true,1,"[""outros""]","[""fnxptbr-0421""]",False
fnxptbr-0422,1328429974152470529,política,true,1,"[""política""]","[""fnxptbr-0422""]",False
fnxptbr-0423,1327256515758190598,política,true,1,"[""política""]","[""fnxptbr-0423""]",False
fnxptbr-0424,1327194187083747328,política,true,1,"[""política""]","[""fnxptbr-0424""]",False
fnxptbr-0425,1314700398117167113,política,true,1,"[""política""]","[""fnxptbr-0425""]",False
fnxptbr-0426,1315078560374165505,política,true,1,"[""política""]","[""fnxptbr-0426""]",False
fnxptbr-0427,1329779387818942476,saúde,true,1,"[""saúde""]","[""fnxptbr-0427""]",False
fnxptbr-0428,1329787017484509185,saúde,true,1,"[""saúde""]","[""fnxptbr-0428""]",False
fnxptbr-0429,1332084881560645634,política,true,1,"[""política""]","[""fnxptbr-0429""]",False
fnxptbr-0430,1332658885925212163,celebridades,true,1,"[""celebridades""]","[""fnxptbr-0430""]",False
fnxptbr-0431,1333167974577037316,política,true,1,"[""política""]","[""fnxptbr-0431""]",False
fnxptbr-0432,1334552360601985024,política,true,1,"[""política""]","[""fnxptbr-0432""]",False
fnxptbr-0433,1328097753096974336,política,true,1,"[""política""]","[""fnxptbr-0433""]",False
fnxptbr-0434,1334052484541771776,política,true,1,"[""política""]","[""fnxptbr-0434""]",False
fnxptbr-0435,1318907090652585989,saúde,true,1,"[""saúde""]","[""fnxptbr-0435""]",False
fnxptbr-0436,1336341898005540869,política,true,1,"[""política""]","[""fnxptbr-0436""]",False
fnxptbr-0437,1329793144972587008,política,true,1,"[""política""]","[""fnxptbr-0437""]",False
fnxptbr-0438,1341845641157349377,saúde,true,1,"[""saúde""]","[""fnxptbr-0438""]",False
fnxptbr-0439,1535380440177348609,política,true,1,"[""política""]","[""fnxptbr-0439""]",False
fnxptbr-0440,1342512685238333440,saúde,true,1,"[""saúde""]","[""fnxptbr-0440""]",False
fnxptbr-0441,1335918281534869504,saúde,true,1,"[""saúde""]","[""fnxptbr-0441""]",False
fnxptbr-0442,1347318783728300037,saúde,true,1,"[""saúde""]","[""fnxptbr-0442""]",False
fnxptbr-0443,1349030954061492236,saúde,true,1,"[""saúde""]","[""fnxptbr-0443""]",False
fnxptbr-0444,1350119011120459776,saúde,true,1,"[""saúde""]","[""fnxptbr-0444""]",False
fnxptbr-0445,1351989516702257153,saúde,true,1,"[""saúde""]","[""fnxptbr-0445""]",False
fnxptbr-0446,1347528903150231552,saúde,true,1,"[""saúde""]","[""fnxptbr-0446""]",False
fnxptbr-0447,1350121216636542976,saúde,true,1,"[""saúde""]","[""fnxptbr-0447""]",False
fnxptbr-0448,1358528533354733568,saúde,true,1,"[""saúde""]","[""fnxptbr-0448""]",False
fnxptbr-0449,1368639549853827074,outros,true,1,"[""outros""]","[""fnxptbr-0449""]",False
fnxptbr-0450,1370168411020484608,saúde,true,1,"[""saúde""]","[""fnxptbr-0450""]",False
fnxptbr-0451,1365436979601629184,política,true,1,"[""política""]","[""fnxptbr-0451""]",False
fnxptbr-0452,1358864739967901699,saúde,true,1,"[""saúde""]","[""fnxptbr-0452""]",False
fnxptbr-0453,1364251211294265345,saúde,true,1,"[""saúde""]","[""fnxptbr-0453""]",False
fnxptbr-0454,1374485903561748485,política,true,1,"[""política""]","[""fnxptbr-0454""]",False
fnxptbr-0455,1384033082068520964,política,true,1,"[""política""]","[""fnxptbr-0455""]",False
fnxptbr-0456,1388229652494393349,política,true,1,"[""política""]","[""fnxptbr-0456""]",False
fnxptbr-0457,1399201632659947525,política,true,1,"[""política""]","[""fnxptbr-0457""]",False
fnxptbr-0458,1404918224995684358,política,true,1,"[""política""]","[""fnxptbr-0458""]",False
fnxptbr-0459,1393547096792444930,política,true,1,"[""política""]","[""fnxptbr-0459""]",False
fnxptbr-0460,1388158727455399936,política,true,1,"[""política""]","[""fnxptbr-0460""]",False
fnxptbr-0461,1399809571879849998,política,true,1,"[""política""]","[""fnxptbr-0461""]",False
fnxptbr-0462,1408285837259948034,política,true,1,"[""política""]","[""fnxptbr-0462""]",False
fnxptbr-0463,1399874645663391749,saúde,true,1,"[""saúde""]","[""fnxptbr-0463""]",False
fnxptbr-0464,1403351302202081298,saúde,true,1,"[""saúde""]","[""fnxptbr-0464""]",False
fnxptbr-0465,1374527625973010435,saúde,true,1,"[""saúde""]","[""fnxptbr-0465""]",False
fnxptbr-0466,1399037635302199299,saúde,true,1,"[""saúde""]","[""fnxptbr-0466""]",False
fnxptbr-0467,1422338978334785542,política,true,1,"[""política""]","[""fnxptbr-0467""]",False
fnxptbr-0468,1423022535705120775,política,true,1,"[""política""]","[""fnxptbr-0468""]",False
fnxptbr-0469,1419059818376073222,política,true,1,"[""política""]","[""fnxptbr-0469""]",False
fnxptbr-0470,1425275793744203777,saúde,true,1,"[""saúde""]","[""fnxptbr-0470""]",False
fnxptbr-0471,1426982086276259841,saúde,true,1,"[""saúde""]","[""fnxptbr-0471""]",False
fnxptbr-0472,1426614604340383749,política,true,1,"[""política""]","[""fnxptbr-0472""]",False
fnxptbr-0473,1436431786825949221,política,true,1,"[""política""]","[""fnxptbr-0473""]",False
fnxptbr-0474,1437060691484086282,política,true,1,"[""política""]","[""fnxptbr-0474""]",False
fnxptbr-0475,1436688571273031682,política,true,1,"[""política""]","[""fnxptbr-0475""]",False
fnxptbr-0476,1441151457894432768,política,true,1,"[""política""]","[""fnxptbr-0476""]",False
fnxptbr-0477,1446600045076287490,política,true,1,"[""política""]","[""fnxptbr-0477""]",False
fnxptbr-0478,1456374242681909250,política,true,1,"[""política""]","[""fnxptbr-0478""]",False
fnxptbr-0479,1461031380092026882,política,true,1,"[""política""]","[""fnxptbr-0479""]",False
fnxptbr-0480,1456394931531038722,saúde,true,1,"[""saúde""]","[""fnxptbr-0480""]",False
fnxptbr-0481,1458484724536647690,política,true,1,"[""política""]","[""fnxptbr-0481""]",False
fnxptbr-0482,1478677055550144514,política,true,1,"[""política""]","[""fnxptbr-0482""]",False
fnxptbr-0483,1478040611940884482,política,true,1,"[""política""]","[""fnxptbr-0483""]",False
fnxptbr-0484,1479166195471470597,saúde,true,1,"[""saúde""]","[""fnxptbr-0484""]",False
fnxptbr-0485,1463175513514692618,saúde,true,1,"[""saúde""]","[""fnxptbr-0485""]",False
fnxptbr-0486,1483257270343450625,política,true,1,"[""política""]","[""fnxptbr-0486""]",False
fnxptbr-0487,1475832538358861830,política,true,1,"[""política""]","[""fnxptbr-0487""]",False
fnxptbr-0488,1492203103390777347,saúde,true,1,"[""saúde""]","[""fnxptbr-0488""]",False
fnxptbr-0489,1479477528180015111,saúde,true,1,"[""saúde""]","[""fnxptbr-0489""]",False
fnxptbr-0490,1494855288742195200,política,true,1,"[""política""]","[""fnxptbr-0490""]",False
fnxptbr-0491,1488639886823411716,política,true,1,"[""política""]","[""fnxptbr-0491""]",False
fnxptbr-0492,1483939399603736578,política,true,1,"[""política""]","[""fnxptbr-0492""]",False
fnxptbr-0493,1502125437379567627,política,true,1,"[""política""]","[""fnxptbr-0493""]",False
fnxptbr-0494,1494114648026542080,saúde,true,1,"[""saúde""]","[""fnxptbr-0494""]",False
fnxptbr-0495,1503875691745579017,política,true,1,"[""política""]","[""fnxptbr-0495""]",False
fnxptbr-0496,1498394327118139399,política,true,1,"[""política""]","[""fnxptbr-0496""]",False
fnxptbr-0497,1508146846006493184,política,true,1,"[""política""]","[""fnxptbr-0497""]",False
fnxptbr-0498,1522253549228503040,outros,true,1,"[""outros""]","[""fnxptbr-0498""]",False
fnxptbr-0499,1521610358712160262,política,true,1,"[""política""]","[""fnxptbr-0499""]",False
fnxptbr-0500,1524290162498445315,outros,true,1,"[""outros""]","[""fnxptbr-0500""]",False
fnxptbr-0501,1523797483302047745,política,true,1,"[""política""]","[""fnxptbr-0501""]",False
fnxptbr-0502,1508130272092557312,política,true,1,"[""política""]","[""fnxptbr-0502""]",False
fnxptbr-0503,1531246798165225474,política,true,1,"[""política""]","[""fnxptbr-0503""]",False
fnxptbr-0504,1532401640694759425,política,true,1,"[""política""]","[""fnxptbr-0504""]",False
fnxptbr-0505,1529492190094934017,outros,true,1,"[""outros""]","[""fnxptbr-0505""]",False
fnxptbr-0506,1529851005520814080,outros,true,1,"[""outros""]","[""fnxptbr-0506""]",False
fnxptbr-0507,1535217897135558656,política,true,1,"[""política""]","[""fnxptbr-0507""]",False
fnxptbr-0508,1534607864471375872,política,true,1,"[""política""]","[""fnxptbr-0508""]",False
fnxptbr-0509,1544802179755671552,política,true,1,"[""política""]","[""fnxptbr-0509""]",False
fnxptbr-0510,1565103802918780928,política,true,1,"[""política""]","[""fnxptbr-0510""]",False
fnxptbr-0511,1545839981964451840,política,true,1,"[""política""]","[""fnxptbr-0511""]",False
fnxptbr-0512,1548631380145455104,política,true,1,"[""política""]","[""fnxptbr-0512""]",False
fnxptbr-0513,1562126167708209152,política,true,1,"[""política""]","[""fnxptbr-0513""]",False
fnxptbr-0514,1577846451262078976,política,true,1,"[""política""]","[""fnxptbr-0514""]",False
fnxptbr-0515,1564557880732389377,política,true,1,"[""política""]","[""fnxptbr-0515""]",False
fnxptbr-0516,1586648090144120832,política,true,1,"[""política""]","[""fnxptbr-0516""]",False
fnxptbr-0517,1586908672621436933,política,true,1,"[""política""]","[""fnxptbr-0517""]",False
fnxptbr-0518,1577271163100622853,política,true,1,"[""política""]","[""fnxptbr-0518""]",False
fnxptbr-0519,1587641707935457280,política,true,1,"[""política""]","[""fnxptbr-0519""]",False
fnxptbr-0520,1593711511343710209,política,true,1,"[""política""]","[""fnxptbr-0520""]",False
fnxptbr-0521,1590460586890231808,política,true,1,"[""política""]","[""fnxptbr-0521""]",False
fnxptbr-0522,1595571370632544256,política,true,1,"[""política""]","[""fnxptbr-0522""]",False
fnxptbr-0523,1597696309418684416,política,true,1,"[""política""]","[""fnxptbr-0523""]",False
fnxptbr-0524,1590797216914210816,política,true,1,"[""política""]","[""fnxptbr-0524""]",False
fnxptbr-0525,1597673965048434688,política,true,1,"[""política""]","[""fnxptbr-0525""]",False
fnxptbr-0526,1587492518450585601,política,true,1,"[""política""]","[""fnxptbr-0526""]",False
fnxptbr-0527,1597223140291416065,política,true,1,"[""política""]","[""fnxptbr-0527""]",False
fnxptbr-0528,1601217099267203073,política,true,1,"[""política""]","[""fnxptbr-0528""]",False
fnxptbr-0529,1587227731636494337,política,true,1,"[""política""]","[""fnxptbr-0529""]",False
fnxptbr-0530,1595210835739156481,saúde,true,1,"[""saúde""]","[""fnxptbr-0530""]",False
fnxptbr-0531,1590484522579415040,política,true,1,"[""política""]","[""fnxptbr-0531""]",False
fnxptbr-0532,1587257947968749568,política,true,1,"[""política""]","[""fnxptbr-0532""]",False
fnxptbr-0533,1589776419437293568,política,true,1,"[""política""]","[""fnxptbr-0533""]",False
fnxptbr-0534,1610376955425079297,outros,true,1,"[""outros""]","[""fnxptbr-0534""]",False
fnxptbr-0535,1595198374893985794,política,true,1,"[""política""]","[""fnxptbr-0535""]",False
fnxptbr-0536,1603924471253028866,política,true,1,"[""política""]","[""fnxptbr-0536""]",False
fnxptbr-0537,1599020048953507840,saúde,true,1,"[""saúde""]","[""fnxptbr-0537""]",False
fnxptbr-0538,1600577053694246913,política,true,1,"[""política""]","[""fnxptbr-0538""]",False
fnxptbr-0539,1607010612852457473,política,true,1,"[""política""]","[""fnxptbr-0539""]",False
fnxptbr-0540,1602358374619926530,política,true,1,"[""política""]","[""fnxptbr-0540""]",False
fnxptbr-0541,1604823412354027522,outros,true,1,"[""outros""]","[""fnxptbr-0541""]",False
fnxptbr-0542,1609947823612563461,política,true,1,"[""política""]","[""fnxptbr-0542""]",False
fnxptbr-0543,1607171684993273856,política,true,1,"[""política""]","[""fnxptbr-0543""]",False
fnxptbr-0544,1607698683407089664,política,true,1,"[""política""]","[""fnxptbr-0544""]",False
fnxptbr-0545,1623360046900908043,política,true,1,"[""política""]","[""fnxptbr-0545""]",False
fnxptbr-0546,1619606274030686209,saúde,true,1,"[""saúde""]","[""fnxptbr-0546""]",False
fnxptbr-0547,1622205516452691968,política,true,1,"[""política""]","[""fnxptbr-0547""]",False
fnxptbr-0548,1627647993867296768,política,true,1,"[""política""]","[""fnxptbr-0548""]",False
fnxptbr-0549,1618385488510947328,saúde,true,1,"[""saúde""]","[""fnxptbr-0549""]",False
fnxptbr-0550,1630020777759080448,saúde,true,1,"[""saúde""]","[""fnxptbr-0550""]",False
fnxptbr-0551,1612962662148894722,política,true,1,"[""política""]","[""fnxptbr-0551""]",False
fnxptbr-0552,1631263863898349569,política,true,1,"[""política""]","[""fnxptbr-0552""]",False
fnxptbr-0553,1630928035091283969,política,true,1,"[""política""]","[""fnxptbr-0553""]",False
fnxptbr-0554,1634647920749211652,outros,true,1,"[""outros""]","[""fnxptbr-0554""]",False
fnxptbr-0555,1627469168936161281,política,true,1,"[""política""]","[""fnxptbr-0555""]",False
fnxptbr-0556,1631763449582583811,saúde,true,1,"[""saúde""]","[""fnxptbr-0556""]",False
fnxptbr-0557,1643212263044653057,política,true,1,"[""política""]","[""fnxptbr-0557""]",False
fnxptbr-0558,1653871731012976640,política,true,1,"[""política""]","[""fnxptbr-0558""]",False
fnxptbr-0559,1652095483756544007,política,true,1,"[""política""]","[""fnxptbr-0559""]",False
fnxptbr-0560,1646294151284097025,política,true,1,"[""política""]","[""fnxptbr-0560""]",False
fnxptbr-0561,1653804769700454401,política,true,1,"[""política""]","[""fnxptbr-0561""]",False
fnxptbr-0562,1653856956271185920,saúde,true,1,"[""saúde""]","[""fnxptbr-0562""]",False
fnxptbr-0563,1638243122823024642,política,true,1,"[""política""]","[""fnxptbr-0563""]",False
fnxptbr-0564,1651234520257945614,política,true,1,"[""política""]","[""fnxptbr-0564""]",False
fnxptbr-0565,1651199450033930242,política,true,1,"[""política""]","[""fnxptbr-0565""]",False
fnxptbr-0566,1666943453815623717,política,true,1,"[""política""]","[""fnxptbr-0566""]",False
fnxptbr-0567,1658627304287875073,política,true,1,"[""política""]","[""fnxptbr-0567""]",False
fnxptbr-0568,1662053307727093762,saúde,true,1,"[""saúde""]","[""fnxptbr-0568""]",False
fnxptbr-0569,1676595567844028420,política,true,1,"[""política""]","[""fnxptbr-0569""]",False
fnxptbr-0570,1677059989746188289,política,true,1,"[""política""]","[""fnxptbr-0570""]",False
