record_id,tweet_id,llm_polaridade,llm_marcadores_linguisticos
fnxptbr-0143,1420031323071262725,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, SINAL_DUVIDA"
fnxptbr-0144,1427213768870690828,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0145,1427366721405468680,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0146,1431704774613868549,negativo,"CALL_TO_ACTION, ESPACAMENTO_ENTRE_LETRAS, IRONIA_SARCASMO, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0147,1437444566051852297,negativo,"DISCRIMINACAO, EMOJI, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_RISADA, USER_MENTION"
fnxptbr-0148,1306031776335302656,negativo,"HASHTAG, IRONIA_SARCASMO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0149,1450445275307335685,negativo,"APELO_A_AUTORIDADE, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0150,1316545168569511936,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0151,1552376614717202432,negativo,"APELO_A_AUTORIDADE, CITACAO_DIRETA, DISCRIMINACAO, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0152,1466845332931817480,positivo,"GIRIA, LINK_EXTERNO, PONTUACAO_EXCESSIVA, PRESENCA_DE_RISADA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0153,1470810241608859648,negativo,"EMOJI, ESPACAMENTO_ENTRE_LETRAS, HIPERBOLE, IRONIA_SARCASMO, PRESENCA_DE_RISADA, URL_CURTA"
fnxptbr-0154,1470818820109619206,negativo,"ESPACAMENTO_ENTRE_LETRAS, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_DUVIDA, USER_MENTION"
fnxptbr-0156,1525146835677065217,positivo,"APELO_A_AUTORIDADE, EMOJI, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0157,1481221957601406977,positivo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0158,1546542926859276291,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0159,1396896956497211398,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, DISCRIMINACAO, HASHTAG, IRONIA_SARCASMO, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, SINAL_DUVIDA"
fnxptbr-0160,1324186963986055169,positivo,"IRONIA_SARCASMO, PONTUACAO_INTERCALADA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0161,1487166580513460224,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0162,1490777862059839488,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0163,1492227026832482306,positivo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0164,1464117811056422941,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, CITACAO_CIENTIFICA, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA"
fnxptbr-0165,1433251632440033287,negativo,"CITACAO, LINK_EXTERNO, PALAVRAO, PRESENCA_DE_RISADA, SINAL_CERTEZA"
fnxptbr-0166,1504492177237364741,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, DISCRIMINACAO, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, USO_DE_RETICENCIAS"
fnxptbr-0167,1504798733367660544,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_RISADA"
fnxptbr-0168,1511642970327502854,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA"
fnxptbr-0169,1509585189458087939,negativo,"CALL_TO_ACTION, CITACAO_CIENTIFICA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0170,1512723901410861057,negativo,"CITACAO, EMOJI, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0171,1516094566998462473,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_DUVIDA, USER_MENTION"
fnxptbr-0172,1517955471461830657,negativo,"CAIXA_ALTA, CALL_TO_ACTION, DISCRIMINACAO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0173,1519509309041872898,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0174,1521467932617986050,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, PONTUACAO_INTERCALADA, SINAL_CERTEZA"
fnxptbr-0175,1524352958523219968,negativo,"CAIXA_ALTA, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0176,1528378180360359936,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0177,1531181836671533059,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0178,1523117726889578496,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0179,1549204478192242688,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0180,1548132551058788353,positivo,"CALL_TO_ACTION, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0181,1487489969681838080,positivo,"GIRIA, POLARIZACAO_NOS_VS_ELES, PONTUACAO_INTERCALADA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0182,1555131866101043201,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0183,1557689826543108096,negativo,"ASTERISCO_ENFASE, CAIXA_ALTA, CALL_TO_ACTION, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USO_DE_RETICENCIAS"
fnxptbr-0184,1570228343592849408,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0185,1574202799570784256,negativo,"APELO_A_AUTORIDADE, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0186,1576540898292535297,positivo,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0187,1577421157351198721,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, IRONIA_SARCASMO, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0188,1577302345913876480,negativo,"ALERTA_URGENTE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0189,1579424458103984129,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0190,1582603998791864321,negativo,"APELO_A_AUTORIDADE, CITACAO_DIRETA, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0191,1583981685024395264,negativo,"APELO_A_AUTORIDADE, GIRIA, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0192,1584988926451675136,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0193,1586840221643071494,positivo,"EMOJI, HASHTAG, LINK_EXTERNO, USER_MENTION"
fnxptbr-0194,1587156289569816577,negativo,"ALERTA_URGENTE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0195,1587411417501954049,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOTICON_ASCII, HIPERBOLE, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA, USO_DE_RETICENCIAS"
fnxptbr-0196,1252273926807392257,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, HASHTAG, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0197,1588000848331816960,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0198,1590370649817874434,negativo,"ALERTA_URGENTE, EMOJI, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0199,1591564332810522625,neutro,"PRESENCA_DE_DATA, SINAL_DUVIDA, URL_CURTA"
fnxptbr-0200,1592640989902299136,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0201,1614271084177547266,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, ESPACAMENTO_ENTRE_LETRAS, HIPERBOLE, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0202,1596891168641781763,positivo,"ALERTA_URGENTE, EMOJI, HASHTAG, HIPERBOLE, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0203,1596139908061859842,negativo,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, SINAL_DUVIDA, USER_MENTION"
fnxptbr-0204,1599822687790305280,negativo,"ALERTA_URGENTE, CAIXA_ALTA, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0205,1599859812199632896,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0206,1598454306876936211,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, HASHTAG, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0207,1601747309565386752,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0208,1600411592713244674,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0209,1601014431999496192,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0210,1604638344444383232,negativo,"EMOJI, LINK_EXTERNO, PONTUACAO_INTERCALADA, PRESENCA_DE_DATA, SINAL_DUVIDA"
fnxptbr-0211,1603148931055161345,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HIPERBOLE, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0212,1609603298885079040,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0213,1607116250135633928,negativo,"CALL_TO_ACTION, DISCRIMINACAO, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0214,1609900422860529664,negativo,"ALERTA_URGENTE, CITACAO_DIRETA, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0215,1612303702613790720,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, GIRIA, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0216,1617213431647535105,negativo,"HASHTAG, POLARIZACAO_NOS_VS_ELES, RETICENCIAS, SINAL_DUVIDA, URL_CURTA"
fnxptbr-0217,1635927656444116994,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, ESPACAMENTO_ENTRE_LETRAS, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA"
fnxptbr-0218,1618739947426680832,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0219,1622266783158738946,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0220,1618675201524236288,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0221,1621806646296023041,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0222,1623015211622928390,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_RISADA, SINAL_CERTEZA"
fnxptbr-0223,1623542918228348933,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0224,1628781692784877570,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0225,1630045138041860096,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0226,1631973097250095104,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, DISCRIMINACAO, GIRIA, IRONIA_SARCASMO, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_RISADA, SINAL_CERTEZA"
fnxptbr-0227,1632206566777561089,negativo,"ALERTA_URGENTE, CAIXA_ALTA, ESPACAMENTO_ENTRE_LETRAS, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0228,1631625851186937857,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, METAFORA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0229,1728455820558410198,negativo,"ALERTA_URGENTE, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0230,1639596545484963840,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0231,1641853322972758048,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, DISCRIMINACAO, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0232,1641739965980631042,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA, USER_MENTION"
fnxptbr-0233,1640530026612371458,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0234,1295124468004794370,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA"
fnxptbr-0235,1650348275763933187,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0236,1654560483205337088,negativo,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0237,1655529817884835841,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0238,1657865778094391298,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0239,1664398155650048000,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0240,1664817597123031040,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0241,1737493376608411751,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, ASTERISCO_ENFASE, CAIXA_ALTA, CALL_TO_ACTION, HIPERBOLE, LINGUAGEM_TECNICA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0242,1676615829478055936,negativo,"ALERTA_URGENTE, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0243,1681122538447941632,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, HASHTAG_IMPLÍCITA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0244,1685837734735126528,negativo,"APELO_A_AUTORIDADE, DISCRIMINACAO, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA"
fnxptbr-0245,1607714056097652736,negativo,"APELO_A_AUTORIDADE, CITACAO_DIRETA, EMOTIVO_DRAMATICO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0246,1712431012204986732,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0247,1674577415190749187,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CONTRASTE_MORAL, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0248,1690081707502755841,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0249,1687462177119072256,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, ASPAS_SELETIVAS, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_DUVIDA"
fnxptbr-0250,1692356472263319574,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, USER_MENTION"
fnxptbr-0251,1614351511319990280,negativo,"INSULTO_IMPLICITO, IRONIA_SARCASMO, LINK_EXTERNO, METAFORA, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0252,1618060372686274560,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, DISCRIMINACAO, EMOJI, ESPACAMENTO_ENTRE_LETRAS, HASHTAG, HIPERBOLE, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0253,1683972430799179778,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0254,1818287528270532960,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0255,1693581217663275013,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, ASPAS_IRONICAS, CALL_TO_ACTION, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0256,1700853018235633746,positivo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0257,1702337242499539325,neutro,"CAIXA_ALTA, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0258,1702077615131983942,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0259,1701730027421712393,negativo,"ALERTA_URGENTE, CAIXA_ALTA, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA"
fnxptbr-0260,1612835640294400001,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USO_DE_RETICENCIAS"
fnxptbr-0261,1716830727776677909,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0262,1706680755382784333,neutro,"GIRIA, URL_CURTA, USER_MENTION"
fnxptbr-0263,1708983146048368650,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, HIPERBOLE, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0264,1707835132218925116,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0265,1711325505281044621,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, DISCRIMINACAO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0266,1714384928094265434,positivo,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, SINAL_DUVIDA, URL_CURTA, USER_MENTION"
fnxptbr-0267,1713184906400891242,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, USER_MENTION"
fnxptbr-0268,1717940800665891173,positivo,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0269,1726584112079843825,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0270,1727392731704488051,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, CITACAO_CIENTIFICA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0271,1729443917429371089,negativo,"APELO_A_AUTORIDADE, EMOJI, ESPACAMENTO_ENTRE_LETRAS, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_DUVIDA"
fnxptbr-0272,1733999840130957566,negativo,"CAIXA_ALTA, EMOJI, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_RISADA"
fnxptbr-0273,1737103265203134767,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, USER_MENTION"
