protocol,fold,model,overlap_definition,author_seen,n,accuracy
lodo,economia,bert_num-RandomForest,author_seen_in_development,True,4,0.5
lodo,outros,bert_num-RandomForest,author_seen_in_fit_train,False,31,0.8387096774193549
lodo,outros,bert_num-RandomForest,author_seen_in_fit_train,True,13,0.7692307692307693
lodo,outros,bert_num-RandomForest,author_seen_in_development,False,31,0.8387096774193549
lodo,outros,bert_num-RandomForest,author_seen_in_development,True,13,0.7692307692307693
lodo,política,bert_num-RandomForest,author_seen_in_fit_train,False,383,0.741514360313316
lodo,política,bert_num-RandomForest,author_seen_in_fit_train,True,52,0.8461538461538461
lodo,política,bert_num-RandomForest,author_seen_in_development,False,380,0.7394736842105263
lodo,política,bert_num-RandomForest,author_seen_in_development,True,55,0.8545454545454545
lodo,saúde,bert_num-RandomForest,author_seen_in_fit_train,False,114,0.7543859649122807
lodo,saúde,bert_num-RandomForest,author_seen_in_fit_train,True,29,0.6896551724137931
lodo,saúde,bert_num-RandomForest,author_seen_in_development,False,109,0.7431192660550459
lodo,saúde,bert_num-RandomForest,author_seen_in_development,True,34,0.7352941176470589
lodo,ambiente,bert_num-SVC,author_seen_in_fit_train,False,17,0.7647058823529411
lodo,ambiente,bert_num-SVC,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_num-SVC,author_seen_in_development,False,17,0.7647058823529411
lodo,ambiente,bert_num-SVC,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_num-SVC,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_num-SVC,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_num-SVC,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_num-SVC,author_seen_in_development,True,1,1.0
lodo,economia,bert_num-SVC,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert_num-SVC,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_num-SVC,author_seen_in_development,False,4,0.75
lodo,economia,bert_num-SVC,author_seen_in_development,True,4,0.5
lodo,outros,bert_num-SVC,author_seen_in_fit_train,False,31,0.9354838709677419
lodo,outros,bert_num-SVC,author_seen_in_fit_train,True,13,0.9230769230769231
lodo,outros,bert_num-SVC,author_seen_in_development,False,31,0.9354838709677419
lodo,outros,bert_num-SVC,author_seen_in_development,True,13,0.9230769230769231
lodo,política,bert_num-SVC,author_seen_in_fit_train,False,383,0.7075718015665796
lodo,política,bert_num-SVC,author_seen_in_fit_train,True,52,0.8653846153846154
lodo,política,bert_num-SVC,author_seen_in_development,False,380,0.7052631578947368
lodo,política,bert_num-SVC,author_seen_in_development,True,55,0.8727272727272727
lodo,saúde,bert_num-SVC,author_seen_in_fit_train,False,114,0.7543859649122807
lodo,saúde,bert_num-SVC,author_seen_in_fit_train,True,29,0.7931034482758621
lodo,saúde,bert_num-SVC,author_seen_in_development,False,109,0.7431192660550459
lodo,saúde,bert_num-SVC,author_seen_in_development,True,34,0.8235294117647058
lodo,ambiente,tfidf-DecisionTree,author_seen_in_fit_train,False,17,0.5294117647058824
lodo,ambiente,tfidf-DecisionTree,author_seen_in_fit_train,True,5,0.6
lodo,ambiente,tfidf-DecisionTree,author_seen_in_development,False,17,0.5294117647058824
lodo,ambiente,tfidf-DecisionTree,author_seen_in_development,True,5,0.6
lodo,celebridades,tfidf-DecisionTree,author_seen_in_fit_train,False,7,0.5714285714285714
lodo,celebridades,tfidf-DecisionTree,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,tfidf-DecisionTree,author_seen_in_development,False,7,0.5714285714285714
lodo,celebridades,tfidf-DecisionTree,author_seen_in_development,True,1,1.0
lodo,economia,tfidf-DecisionTree,author_seen_in_fit_train,False,4,0.5
lodo,economia,tfidf-DecisionTree,author_seen_in_fit_train,True,4,0.75
lodo,economia,tfidf-DecisionTree,author_seen_in_development,False,4,0.5
lodo,economia,tfidf-DecisionTree,author_seen_in_development,True,4,0.75
lodo,outros,tfidf-DecisionTree,author_seen_in_fit_train,False,31,0.6451612903225806
lodo,outros,tfidf-DecisionTree,author_seen_in_fit_train,True,13,0.7692307692307693
lodo,outros,tfidf-DecisionTree,author_seen_in_development,False,31,0.6451612903225806
lodo,outros,tfidf-DecisionTree,author_seen_in_development,True,13,0.7692307692307693
lodo,política,tfidf-DecisionTree,author_seen_in_fit_train,False,383,0.5221932114882507
lodo,política,tfidf-DecisionTree,author_seen_in_fit_train,True,52,0.6538461538461539
lodo,política,tfidf-DecisionTree,author_seen_in_development,False,380,0.5210526315789473
lodo,política,tfidf-DecisionTree,author_seen_in_development,True,55,0.6545454545454545
lodo,saúde,tfidf-DecisionTree,author_seen_in_fit_train,False,114,0.6052631578947368
lodo,saúde,tfidf-DecisionTree,author_seen_in_fit_train,True,29,0.6896551724137931
lodo,saúde,tfidf-DecisionTree,author_seen_in_development,False,109,0.6055045871559633
lodo,saúde,tfidf-DecisionTree,author_seen_in_development,True,34,0.6764705882352942
lodo,ambiente,tfidf-GradientBoosting,author_seen_in_fit_train,False,17,0.5294117647058824
lodo,ambiente,tfidf-GradientBoosting,author_seen_in_fit_train,True,5,0.8
lodo,ambiente,tfidf-GradientBoosting,author_seen_in_development,False,17,0.5294117647058824
lodo,ambiente,tfidf-GradientBoosting,author_seen_in_development,True,5,0.8
lodo,celebridades,tfidf-GradientBoosting,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,tfidf-GradientBoosting,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,tfidf-GradientBoosting,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,tfidf-GradientBoosting,author_seen_in_development,True,1,1.0
lodo,economia,tfidf-GradientBoosting,author_seen_in_fit_train,False,4,0.5
lodo,economia,tfidf-GradientBoosting,author_seen_in_fit_train,True,4,0.75
lodo,economia,tfidf-GradientBoosting,author_seen_in_development,False,4,0.5
lodo,economia,tfidf-GradientBoosting,author_seen_in_development,True,4,0.75
lodo,outros,tfidf-GradientBoosting,author_seen_in_fit_train,False,31,0.5806451612903226
lodo,outros,tfidf-GradientBoosting,author_seen_in_fit_train,True,13,0.6153846153846154
lodo,outros,tfidf-GradientBoosting,author_seen_in_development,False,31,0.5806451612903226
lodo,outros,tfidf-GradientBoosting,author_seen_in_development,True,13,0.6153846153846154
lodo,política,tfidf-GradientBoosting,author_seen_in_fit_train,False,383,0.5613577023498695
lodo,política,tfidf-GradientBoosting,author_seen_in_fit_train,True,52,0.5961538461538461
lodo,política,tfidf-GradientBoosting,author_seen_in_development,False,380,0.5605263157894737
lodo,política,tfidf-GradientBoosting,author_seen_in_development,True,55,0.6
lodo,saúde,tfidf-GradientBoosting,author_seen_in_fit_train,False,114,0.631578947368421
lodo,saúde,tfidf-GradientBoosting,author_seen_in_fit_train,True,29,0.6896551724137931
lodo,saúde,tfidf-GradientBoosting,author_seen_in_development,False,109,0.6238532110091743
lodo,saúde,tfidf-GradientBoosting,author_seen_in_development,True,34,0.7058823529411765
lodo,ambiente,tfidf-KNeighbors,author_seen_in_fit_train,False,17,0.5294117647058824
lodo,ambiente,tfidf-KNeighbors,author_seen_in_fit_train,True,5,0.6
lodo,ambiente,tfidf-KNeighbors,author_seen_in_development,False,17,0.5294117647058824
lodo,ambiente,tfidf-KNeighbors,author_seen_in_development,True,5,0.6
lodo,celebridades,tfidf-KNeighbors,author_seen_in_fit_train,False,7,0.5714285714285714
lodo,celebridades,tfidf-KNeighbors,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,tfidf-KNeighbors,author_seen_in_development,False,7,0.5714285714285714
lodo,celebridades,tfidf-KNeighbors,author_seen_in_development,True,1,1.0
lodo,economia,tfidf-KNeighbors,author_seen_in_fit_train,False,4,0.75
lodo,economia,tfidf-KNeighbors,author_seen_in_fit_train,True,4,0.25
lodo,economia,tfidf-KNeighbors,author_seen_in_development,False,4,0.75
lodo,economia,tfidf-KNeighbors,author_seen_in_development,True,4,0.25
lodo,outros,tfidf-KNeighbors,author_seen_in_fit_train,False,31,0.6129032258064516
lodo,outros,tfidf-KNeighbors,author_seen_in_fit_train,True,13,0.6923076923076923
lodo,outros,tfidf-KNeighbors,author_seen_in_development,False,31,0.6129032258064516
lodo,outros,tfidf-KNeighbors,author_seen_in_development,True,13,0.6923076923076923
lodo,política,tfidf-KNeighbors,author_seen_in_fit_train,False,383,0.5483028720626631
lodo,política,tfidf-KNeighbors,author_seen_in_fit_train,True,52,0.6153846153846154
lodo,política,tfidf-KNeighbors,author_seen_in_development,False,380,0.5447368421052632
lodo,política,tfidf-KNeighbors,author_seen_in_development,True,55,0.6363636363636364
lodo,saúde,tfidf-KNeighbors,author_seen_in_fit_train,False,114,0.5
lodo,saúde,tfidf-KNeighbors,author_seen_in_fit_train,True,29,0.4827586206896552
lodo,saúde,tfidf-KNeighbors,author_seen_in_development,False,109,0.4954128440366973
lodo,saúde,tfidf-KNeighbors,author_seen_in_development,True,34,0.5
lodo,ambiente,tfidf-LightGBM,author_seen_in_fit_train,False,17,0.7058823529411765
lodo,ambiente,tfidf-LightGBM,author_seen_in_fit_train,True,5,0.6
lodo,ambiente,tfidf-LightGBM,author_seen_in_development,False,17,0.7058823529411765
lodo,ambiente,tfidf-LightGBM,author_seen_in_development,True,5,0.6
lodo,celebridades,tfidf-LightGBM,author_seen_in_fit_train,False,7,0.5714285714285714
lodo,celebridades,tfidf-LightGBM,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,tfidf-LightGBM,author_seen_in_development,False,7,0.5714285714285714
lodo,celebridades,tfidf-LightGBM,author_seen_in_development,True,1,1.0
lodo,economia,tfidf-LightGBM,author_seen_in_fit_train,False,4,0.25
lodo,economia,tfidf-LightGBM,author_seen_in_fit_train,True,4,0.75
lodo,economia,tfidf-LightGBM,author_seen_in_development,False,4,0.25
lodo,economia,tfidf-LightGBM,author_seen_in_development,True,4,0.75
lodo,outros,tfidf-LightGBM,author_seen_in_fit_train,False,31,0.6451612903225806
lodo,outros,tfidf-LightGBM,author_seen_in_fit_train,True,13,0.6923076923076923
lodo,outros,tfidf-LightGBM,author_seen_in_development,False,31,0.6451612903225806
lodo,outros,tfidf-LightGBM,author_seen_in_development,True,13,0.6923076923076923
lodo,política,tfidf-LightGBM,author_seen_in_fit_train,False,383,0.5300261096605744
lodo,política,tfidf-LightGBM,author_seen_in_fit_train,True,52,0.6153846153846154
lodo,política,tfidf-LightGBM,author_seen_in_development,False,380,0.5289473684210526
lodo,política,tfidf-LightGBM,author_seen_in_development,True,55,0.6181818181818182
lodo,saúde,tfidf-LightGBM,author_seen_in_fit_train,False,114,0.6052631578947368
lodo,saúde,tfidf-LightGBM,author_seen_in_fit_train,True,29,0.5172413793103449
lodo,saúde,tfidf-LightGBM,author_seen_in_development,False,109,0.6146788990825688
lodo,saúde,tfidf-LightGBM,author_seen_in_development,True,34,0.5
lodo,ambiente,tfidf-LogisticRegression,author_seen_in_fit_train,False,17,0.5294117647058824
lodo,ambiente,tfidf-LogisticRegression,author_seen_in_fit_train,True,5,0.8
lodo,ambiente,tfidf-LogisticRegression,author_seen_in_development,False,17,0.5294117647058824
lodo,ambiente,tfidf-LogisticRegression,author_seen_in_development,True,5,0.8
lodo,celebridades,tfidf-LogisticRegression,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,tfidf-LogisticRegression,author_seen_in_fit_train,True,1,0.0
lodo,celebridades,tfidf-LogisticRegression,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,tfidf-LogisticRegression,author_seen_in_development,True,1,0.0
lodo,economia,tfidf-LogisticRegression,author_seen_in_fit_train,False,4,0.25
lodo,economia,tfidf-LogisticRegression,author_seen_in_fit_train,True,4,1.0
lodo,economia,tfidf-LogisticRegression,author_seen_in_development,False,4,0.25
lodo,economia,tfidf-LogisticRegression,author_seen_in_development,True,4,1.0
lodo,outros,tfidf-LogisticRegression,author_seen_in_fit_train,False,31,0.7096774193548387
lodo,outros,tfidf-LogisticRegression,author_seen_in_fit_train,True,13,0.6153846153846154
lodo,outros,tfidf-LogisticRegression,author_seen_in_development,False,31,0.7096774193548387
lodo,outros,tfidf-LogisticRegression,author_seen_in_development,True,13,0.6153846153846154
lodo,política,tfidf-LogisticRegression,author_seen_in_fit_train,False,383,0.587467362924282
lodo,política,tfidf-LogisticRegression,author_seen_in_fit_train,True,52,0.6923076923076923
lodo,política,tfidf-LogisticRegression,author_seen_in_development,False,380,0.5868421052631579
lodo,política,tfidf-LogisticRegression,author_seen_in_development,True,55,0.6909090909090909
lodo,saúde,tfidf-LogisticRegression,author_seen_in_fit_train,False,114,0.6228070175438597
lodo,saúde,tfidf-LogisticRegression,author_seen_in_fit_train,True,29,0.4827586206896552
lodo,saúde,tfidf-LogisticRegression,author_seen_in_development,False,109,0.6238532110091743
lodo,saúde,tfidf-LogisticRegression,author_seen_in_development,True,34,0.5
lodo,ambiente,tfidf-MultinomialNB,author_seen_in_fit_train,False,17,0.47058823529411764
lodo,ambiente,tfidf-MultinomialNB,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,tfidf-MultinomialNB,author_seen_in_development,False,17,0.47058823529411764
lodo,ambiente,tfidf-MultinomialNB,author_seen_in_development,True,5,1.0
lodo,celebridades,tfidf-MultinomialNB,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,tfidf-MultinomialNB,author_seen_in_fit_train,True,1,0.0
lodo,celebridades,tfidf-MultinomialNB,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,tfidf-MultinomialNB,author_seen_in_development,True,1,0.0
lodo,economia,tfidf-MultinomialNB,author_seen_in_fit_train,False,4,0.5
lodo,economia,tfidf-MultinomialNB,author_seen_in_fit_train,True,4,0.75
lodo,economia,tfidf-MultinomialNB,author_seen_in_development,False,4,0.5
lodo,economia,tfidf-MultinomialNB,author_seen_in_development,True,4,0.75
lodo,outros,tfidf-MultinomialNB,author_seen_in_fit_train,False,31,0.6451612903225806
lodo,outros,tfidf-MultinomialNB,author_seen_in_fit_train,True,13,0.6923076923076923
lodo,outros,tfidf-MultinomialNB,author_seen_in_development,False,31,0.6451612903225806
lodo,outros,tfidf-MultinomialNB,author_seen_in_development,True,13,0.6923076923076923
lodo,política,tfidf-MultinomialNB,author_seen_in_fit_train,False,383,0.5796344647519582
lodo,política,tfidf-MultinomialNB,author_seen_in_fit_train,True,52,0.7115384615384616
lodo,política,tfidf-MultinomialNB,author_seen_in_development,False,380,0.5763157894736842
lodo,política,tfidf-MultinomialNB,author_seen_in_development,True,55,0.7272727272727273
lodo,saúde,tfidf-MultinomialNB,author_seen_in_fit_train,False,114,0.6140350877192983
lodo,saúde,tfidf-MultinomialNB,author_seen_in_fit_train,True,29,0.4827586206896552
lodo,saúde,tfidf-MultinomialNB,author_seen_in_development,False,109,0.6055045871559633
lodo,saúde,tfidf-MultinomialNB,author_seen_in_development,True,34,0.5294117647058824
lodo,ambiente,tfidf-RandomForest,author_seen_in_fit_train,False,17,0.7647058823529411
lodo,ambiente,tfidf-RandomForest,author_seen_in_fit_train,True,5,0.4
lodo,ambiente,tfidf-RandomForest,author_seen_in_development,False,17,0.7647058823529411
lodo,ambiente,tfidf-RandomForest,author_seen_in_development,True,5,0.4
lodo,celebridades,tfidf-RandomForest,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,tfidf-RandomForest,author_seen_in_fit_train,True,1,0.0
lodo,celebridades,tfidf-RandomForest,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,tfidf-RandomForest,author_seen_in_development,True,1,0.0
lodo,economia,tfidf-RandomForest,author_seen_in_fit_train,False,4,0.5
lodo,economia,tfidf-RandomForest,author_seen_in_fit_train,True,4,0.75
lodo,economia,tfidf-RandomForest,author_seen_in_development,False,4,0.5
lodo,economia,tfidf-RandomForest,author_seen_in_development,True,4,0.75
lodo,outros,tfidf-RandomForest,author_seen_in_fit_train,False,31,0.6129032258064516
lodo,outros,tfidf-RandomForest,author_seen_in_fit_train,True,13,0.6923076923076923
lodo,outros,tfidf-RandomForest,author_seen_in_development,False,31,0.6129032258064516
lodo,outros,tfidf-RandomForest,author_seen_in_development,True,13,0.6923076923076923
lodo,política,tfidf-RandomForest,author_seen_in_fit_train,False,383,0.5691906005221932
lodo,política,tfidf-RandomForest,author_seen_in_fit_train,True,52,0.6538461538461539
lodo,política,tfidf-RandomForest,author_seen_in_development,False,380,0.5684210526315789
lodo,política,tfidf-RandomForest,author_seen_in_development,True,55,0.6545454545454545
lodo,saúde,tfidf-RandomForest,author_seen_in_fit_train,False,114,0.6140350877192983
lodo,saúde,tfidf-RandomForest,author_seen_in_fit_train,True,29,0.5172413793103449
lodo,saúde,tfidf-RandomForest,author_seen_in_development,False,109,0.6146788990825688
lodo,saúde,tfidf-RandomForest,author_seen_in_development,True,34,0.5294117647058824
lodo,ambiente,tfidf-SVC,author_seen_in_fit_train,False,17,0.5882352941176471
lodo,ambiente,tfidf-SVC,author_seen_in_fit_train,True,5,0.8
lodo,ambiente,tfidf-SVC,author_seen_in_development,False,17,0.5882352941176471
lodo,ambiente,tfidf-SVC,author_seen_in_development,True,5,0.8
lodo,celebridades,tfidf-SVC,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,tfidf-SVC,author_seen_in_fit_train,True,1,0.0
lodo,celebridades,tfidf-SVC,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,tfidf-SVC,author_seen_in_development,True,1,0.0
lodo,economia,tfidf-SVC,author_seen_in_fit_train,False,4,0.5
lodo,economia,tfidf-SVC,author_seen_in_fit_train,True,4,0.5
lodo,economia,tfidf-SVC,author_seen_in_development,False,4,0.5
lodo,economia,tfidf-SVC,author_seen_in_development,True,4,0.5
lodo,outros,tfidf-SVC,author_seen_in_fit_train,False,31,0.5161290322580645
lodo,outros,tfidf-SVC,author_seen_in_fit_train,True,13,0.38461538461538464
lodo,outros,tfidf-SVC,author_seen_in_development,False,31,0.5161290322580645
lodo,outros,tfidf-SVC,author_seen_in_development,True,13,0.38461538461538464
lodo,política,tfidf-SVC,author_seen_in_fit_train,False,383,0.5900783289817232
lodo,política,tfidf-SVC,author_seen_in_fit_train,True,52,0.7115384615384616
lodo,política,tfidf-SVC,author_seen_in_development,False,380,0.5868421052631579
lodo,política,tfidf-SVC,author_seen_in_development,True,55,0.7272727272727273
lodo,saúde,tfidf-SVC,author_seen_in_fit_train,False,114,0.5614035087719298
lodo,saúde,tfidf-SVC,author_seen_in_fit_train,True,29,0.41379310344827586
lodo,saúde,tfidf-SVC,author_seen_in_development,False,109,0.5688073394495413
lodo,saúde,tfidf-SVC,author_seen_in_development,True,34,0.4117647058823529
lodo,ambiente,tfidf-XGBoost,author_seen_in_fit_train,False,17,0.7647058823529411
lodo,ambiente,tfidf-XGBoost,author_seen_in_fit_train,True,5,0.4
lodo,ambiente,tfidf-XGBoost,author_seen_in_development,False,17,0.7647058823529411
lodo,ambiente,tfidf-XGBoost,author_seen_in_development,True,5,0.4
lodo,celebridades,tfidf-XGBoost,author_seen_in_fit_train,False,7,0.5714285714285714
lodo,celebridades,tfidf-XGBoost,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,tfidf-XGBoost,author_seen_in_development,False,7,0.5714285714285714
lodo,celebridades,tfidf-XGBoost,author_seen_in_development,True,1,1.0
lodo,economia,tfidf-XGBoost,author_seen_in_fit_train,False,4,0.25
lodo,economia,tfidf-XGBoost,author_seen_in_fit_train,True,4,0.75
lodo,economia,tfidf-XGBoost,author_seen_in_development,False,4,0.25
lodo,economia,tfidf-XGBoost,author_seen_in_development,True,4,0.75
lodo,outros,tfidf-XGBoost,author_seen_in_fit_train,False,31,0.6129032258064516
lodo,outros,tfidf-XGBoost,author_seen_in_fit_train,True,13,0.7692307692307693
lodo,outros,tfidf-XGBoost,author_seen_in_development,False,31,0.6129032258064516
lodo,outros,tfidf-XGBoost,author_seen_in_development,True,13,0.7692307692307693
lodo,política,tfidf-XGBoost,author_seen_in_fit_train,False,383,0.556135770234987
lodo,política,tfidf-XGBoost,author_seen_in_fit_train,True,52,0.5769230769230769
lodo,política,tfidf-XGBoost,author_seen_in_development,False,380,0.5578947368421052
lodo,política,tfidf-XGBoost,author_seen_in_development,True,55,0.5636363636363636
lodo,saúde,tfidf-XGBoost,author_seen_in_fit_train,False,114,0.5789473684210527
lodo,saúde,tfidf-XGBoost,author_seen_in_fit_train,True,29,0.5517241379310345
lodo,saúde,tfidf-XGBoost,author_seen_in_development,False,109,0.5871559633027523
lodo,saúde,tfidf-XGBoost,author_seen_in_development,True,34,0.5294117647058824
temporal,all,bert-DecisionTree,author_seen_in_fit_train,False,79,0.7088607594936709
temporal,all,bert-DecisionTree,author_seen_in_fit_train,True,20,0.8
temporal,all,bert-DecisionTree,author_seen_in_development,False,71,0.7323943661971831
temporal,all,bert-DecisionTree,author_seen_in_development,True,28,0.7142857142857143
temporal,all,bert-KNeighbors,author_seen_in_fit_train,False,79,0.7215189873417721
temporal,all,bert-KNeighbors,author_seen_in_fit_train,True,20,0.7
temporal,all,bert-KNeighbors,author_seen_in_development,False,71,0.7323943661971831
temporal,all,bert-KNeighbors,author_seen_in_development,True,28,0.6785714285714286
temporal,all,bert-LightGBM,author_seen_in_fit_train,False,79,0.7468354430379747
temporal,all,bert-LightGBM,author_seen_in_fit_train,True,20,0.85
temporal,all,bert-LightGBM,author_seen_in_development,False,71,0.7746478873239436
temporal,all,bert-LightGBM,author_seen_in_development,True,28,0.75
temporal,all,bert-LogisticRegression,author_seen_in_fit_train,False,79,0.759493670886076
temporal,all,bert-LogisticRegression,author_seen_in_fit_train,True,20,0.95
temporal,all,bert-LogisticRegression,author_seen_in_development,False,71,0.7746478873239436
temporal,all,bert-LogisticRegression,author_seen_in_development,True,28,0.8571428571428571
temporal,all,bert-RandomForest,author_seen_in_fit_train,False,79,0.8354430379746836
temporal,all,bert-RandomForest,author_seen_in_fit_train,True,20,0.95
temporal,all,bert-RandomForest,author_seen_in_development,False,71,0.8591549295774648
temporal,all,bert-RandomForest,author_seen_in_development,True,28,0.8571428571428571
temporal,all,bert-SVC,author_seen_in_fit_train,False,79,0.8227848101265823
temporal,all,bert-SVC,author_seen_in_fit_train,True,20,0.9
temporal,all,bert-SVC,author_seen_in_development,False,71,0.8450704225352113
temporal,all,bert-SVC,author_seen_in_development,True,28,0.8214285714285714
temporal,all,bert-XGBoost,author_seen_in_fit_train,False,79,0.759493670886076
temporal,all,bert-XGBoost,author_seen_in_fit_train,True,20,0.9
temporal,all,bert-XGBoost,author_seen_in_development,False,71,0.7746478873239436
temporal,all,bert-XGBoost,author_seen_in_development,True,28,0.8214285714285714
temporal,all,bert_llm-LogisticRegression,author_seen_in_fit_train,False,79,0.8354430379746836
temporal,all,bert_llm-LogisticRegression,author_seen_in_fit_train,True,20,0.9
temporal,all,bert_llm-LogisticRegression,author_seen_in_development,False,71,0.8309859154929577
temporal,all,bert_llm-LogisticRegression,author_seen_in_development,True,28,0.8928571428571429
temporal,all,bert_llm-RandomForest,author_seen_in_fit_train,False,79,0.8354430379746836
temporal,all,bert_llm-RandomForest,author_seen_in_fit_train,True,20,0.9
temporal,all,bert_llm-RandomForest,author_seen_in_development,False,71,0.8450704225352113
temporal,all,bert_llm-RandomForest,author_seen_in_development,True,28,0.8571428571428571
temporal,all,bert_llm-SVC,author_seen_in_fit_train,False,79,0.8481012658227848
temporal,all,bert_llm-SVC,author_seen_in_fit_train,True,20,0.9
temporal,all,bert_llm-SVC,author_seen_in_development,False,71,0.8450704225352113
temporal,all,bert_llm-SVC,author_seen_in_development,True,28,0.8928571428571429
temporal,all,bert_meta-LogisticRegression,author_seen_in_fit_train,False,79,0.7974683544303798
temporal,all,bert_meta-LogisticRegression,author_seen_in_fit_train,True,20,0.95
temporal,all,bert_meta-LogisticRegression,author_seen_in_development,False,71,0.7887323943661971
temporal,all,bert_meta-LogisticRegression,author_seen_in_development,True,28,0.9285714285714286
temporal,all,bert_meta-RandomForest,author_seen_in_fit_train,False,79,0.7974683544303798
temporal,all,bert_meta-RandomForest,author_seen_in_fit_train,True,20,0.95
temporal,all,bert_meta-RandomForest,author_seen_in_development,False,71,0.8028169014084507
temporal,all,bert_meta-RandomForest,author_seen_in_development,True,28,0.8928571428571429
temporal,all,bert_meta-SVC,author_seen_in_fit_train,False,79,0.759493670886076
temporal,all,bert_meta-SVC,author_seen_in_fit_train,True,20,0.9
temporal,all,bert_meta-SVC,author_seen_in_development,False,71,0.7746478873239436
temporal,all,bert_meta-SVC,author_seen_in_development,True,28,0.8214285714285714
temporal,all,bert_num-LogisticRegression,author_seen_in_fit_train,False,79,0.7721518987341772
temporal,all,bert_num-LogisticRegression,author_seen_in_fit_train,True,20,0.9
temporal,all,bert_num-LogisticRegression,author_seen_in_development,False,71,0.7605633802816901
temporal,all,bert_num-LogisticRegression,author_seen_in_development,True,28,0.8928571428571429
temporal,all,bert_num-RandomForest,author_seen_in_fit_train,False,79,0.810126582278481
temporal,all,bert_num-RandomForest,author_seen_in_fit_train,True,20,0.9
temporal,all,bert_num-RandomForest,author_seen_in_development,False,71,0.8169014084507042
temporal,all,bert_num-RandomForest,author_seen_in_development,True,28,0.8571428571428571
temporal,all,bert_num-SVC,author_seen_in_fit_train,False,79,0.6962025316455697
temporal,all,bert_num-SVC,author_seen_in_fit_train,True,20,0.95
temporal,all,bert_num-SVC,author_seen_in_development,False,71,0.704225352112676
temporal,all,bert_num-SVC,author_seen_in_development,True,28,0.8571428571428571
temporal,all,tfidf-DecisionTree,author_seen_in_fit_train,False,79,0.6708860759493671
temporal,all,tfidf-DecisionTree,author_seen_in_fit_train,True,20,0.75
temporal,all,tfidf-DecisionTree,author_seen_in_development,False,71,0.676056338028169
temporal,all,tfidf-DecisionTree,author_seen_in_development,True,28,0.7142857142857143
temporal,all,tfidf-GradientBoosting,author_seen_in_fit_train,False,79,0.6075949367088608
temporal,all,tfidf-GradientBoosting,author_seen_in_fit_train,True,20,0.85
temporal,all,tfidf-GradientBoosting,author_seen_in_development,False,71,0.6056338028169014
temporal,all,tfidf-GradientBoosting,author_seen_in_development,True,28,0.7857142857142857
temporal,all,tfidf-KNeighbors,author_seen_in_fit_train,False,79,0.5316455696202531
temporal,all,tfidf-KNeighbors,author_seen_in_fit_train,True,20,0.75
temporal,all,tfidf-KNeighbors,author_seen_in_development,False,71,0.5352112676056338
temporal,all,tfidf-KNeighbors,author_seen_in_development,True,28,0.6785714285714286
temporal,all,tfidf-LightGBM,author_seen_in_fit_train,False,79,0.6835443037974683
temporal,all,tfidf-LightGBM,author_seen_in_fit_train,True,20,0.6
temporal,all,tfidf-LightGBM,author_seen_in_development,False,71,0.6901408450704225
temporal,all,tfidf-LightGBM,author_seen_in_development,True,28,0.6071428571428571
temporal,all,tfidf-LogisticRegression,author_seen_in_fit_train,False,79,0.620253164556962
temporal,all,tfidf-LogisticRegression,author_seen_in_fit_train,True,20,0.85
temporal,all,tfidf-LogisticRegression,author_seen_in_development,False,71,0.6197183098591549
temporal,all,tfidf-LogisticRegression,author_seen_in_development,True,28,0.7857142857142857
temporal,all,tfidf-MultinomialNB,author_seen_in_fit_train,False,79,0.5443037974683544
temporal,all,tfidf-MultinomialNB,author_seen_in_fit_train,True,20,0.7
temporal,all,tfidf-MultinomialNB,author_seen_in_development,False,71,0.5492957746478874
temporal,all,tfidf-MultinomialNB,author_seen_in_development,True,28,0.6428571428571429
temporal,all,tfidf-RandomForest,author_seen_in_fit_train,False,79,0.7215189873417721
temporal,all,tfidf-RandomForest,author_seen_in_fit_train,True,20,0.75
temporal,all,tfidf-RandomForest,author_seen_in_development,False,71,0.7183098591549296
temporal,all,tfidf-RandomForest,author_seen_in_development,True,28,0.75
temporal,all,tfidf-SVC,author_seen_in_fit_train,False,79,0.620253164556962
